Postal code,District,Appartments,Type of Building,m2,Debtfree price,€/m2,Construction year,Floor,Elevator,Condition,Plot,Energy class
'00100,Studio apartment,,,,,,,,,,,
",E2012
'00140,Ullanlinna,"2h, avok, kph/w...",kt,"43,00",339000,7884,1962,2/6,yes,good,"own							
",
'00140,Ullanlinna,"2h, k, kph ja p...",kt,"50,00",416000,8320,1963,5/8,yes,poor,"own							F2013
",F2013
'00140,Ullanlinna,"2h, k, kph, wc",kt,"70,00",488000,6971,1929,5/5,yes,good,"own							F2013
",F2013
'00140,Ullanlinna,2h+k+kph+wc+kak...,kt,"54,60",495000,9066,1906,2/5,no,good,"own							
",
'00140,Ullanlinna,"2k,k",kt,"63,00",460000,7302,1933,2/5,no,average,"own							
",
'00140,Ullanlinna,"2h, kk, kph, vh",kt,"35,00",295000,8429,1927,4/5,yes,average,"own							E2012
",E2012
'00140,Ullanlinna,1-2H+K,kt,"50,50",1678000,33228,1908,5/5,no,good,"own							
",
'00140,Ullanlinna,"2h, avok, kph",kt,"43,00",365500,8500,1929,2/7,yes,average,"own							F2014
",F2014
'00140,Ullanlinna,2h+avok+halli+kph,kt,"65,00",414000,6369,1941,3/5,yes,good,"own							E2007
",E2007
'00140,3 rooms,,,,,,,,,,,
'00140,Ullanlinna,"3h, k, kph, s, ...",kt,"87,00",870000,10000,1905,4/5,yes,good,"own							G2013
",G2013
'00140,Ullanlinna,"3h, k, rt, hall...",kt,"156,00",1090000,6987,1908,2/4,yes,average,"own							F2013
",F2013
'00140,Ullanlinna,3h+k+kph+parveke,kt,"71,00",620000,8732,1961,7/7,yes,good,"own							F2013
",F2013
'00140,3 rooms,,,,,,,,,,,
'00140,Ullanlinna,2-3h+k+kph+wc+s...,kt,"85,00",710000,8353,1909,2/5,yes,good,"own							D2013
",D2013
'00140,Ullanlinna,"3h, k, kph, eri...",kt,"116,00",1151000,9922,1912,6/6,yes,good,"own							F2013
",F2013
'00140,Ullanlinna,"3h,k,lasitettu ...",kt,"98,00",883001,9010,1905,2/5,yes,good,"own							F2013
",F2013
'00140,Ullanlinna,"3h,k,kph",kt,"75,00",620000,8267,1907,1/4,no,good,"own							F2013
",F2013
'00140,Ullanlinna,"3h, kk, rt, kph...",kt,"62,00",538504,8686,1963,4/7,yes,good,"own							F2015
",F2015
'00140,Ullanlinna,3h+avok+kph+wc,kt,"83,00",765000,9217,1911,4/5,yes,good,"own							F2013
",F2013
'00140,Ullanlinna,"3 h, avok, kph",kt,"68,00",510000,7500,1941,2/4,yes,good,"own							F2013
",F2013
'00140,Ullanlinna,"3h,avok,kph,eri...",kt,"94,10",777500,8262,1929,2/6,no,good,"own							
",
'00140,Ullanlinna,3h+k+kph,kt,"71,00",525000,7394,1956,2/5,no,average,"own							
",
'00140,Ullanlinna,"3h, k, kph, alk...",kt,"131,00",995600,7600,1901,1/4,no,good,"own							G2015
",G2015
'00140,Ullanlinna,3h+k+kph,kt,"66,00",430000,6515,1929,4/6,yes,good,"own							F2013
",F2013
'00140,4 rooms or more,,,,,,,,,,,
'00140,Ullanlinna,"4h, k, 2 x kph,...",kt,"139,00",1270000,9137,1905,3/5,yes,average,"own							G2013
",G2013
'00140,Ullanlinna,4 h + k + 2 x kph,kt,"111,00",987500,8896,1907,2/4,no,good,"own							F2013
",F2013
'00140,Ullanlinna,"4h, k, 2 kph, e...",kt,"144,00",1548000,10750,1905,4/5,yes,good,"own							G2013
",G2013
'00140,Kaivopuisto,"3-4h, k, kph, e...",kt,"100,00",1050000,10500,1939,2/4,yes,average,"own							E2018
",E2018
'00140,Ullanlinna,"5h,k, parveke",kt,"148,50",1302587,8772,1962,2/7,yes,good,"own							F2013
",F2013
'00140,Ullanlinna,4h+k+kph+s+wc+e...,kt,"158,00",1580000,10000,1897,2/5,yes,good,"own							G2013
",G2013
'00140,Ullanlinna,"4h, k, kph, 2 e...",kt,"124,00",750000,6048,1929,1/6,yes,average,"own							F2016
",F2016
'00140,Ullanlinna,4H+K,kt,"96,50",1130972,11720,1908,5/5,no,good,"own							
",
'00140,Ullanlinna,"4h, k, kph, s, ...",kt,"98,00",617000,6296,1982,2/6,yes,average,"own							F2013
",F2013
'00140,Ullanlinna,4h+k+kph,kt,"104,00",720000,6923,1970,3/7,no,good,"own							
",
'00150,Studio apartment,,,,,,,,,,,
'00150,Punavuori,1h+kk +kph,kt,"24,00",245000,10208,1959,6/8,yes,good,"own							E2013
",E2013
'00150,Munkkisaari,1h+kk,kt,"18,00",220000,12222,1909,3/5,no,average,"own							G
",G
'00150,Punavuori,"1h, avokeitti&#...",kt,"21,50",219000,10186,1923,4/5,no,average,"own							D2007
",D2007
'00150,Munkkisaari,"1h, k",kt,"46,00",335000,7283,1909,1/4,no,good,"own							G
",G
'00150,Munkkisaari,"1h, avok, kph",kt,"29,50",238000,8068,1912,3/4,no,average,"own							F2018
",F2018
'00150,Punavuori,"1h, avok, kph",kt,"20,00",235000,11750,1957,5/6,yes,good,"own							C2007
",C2007
'00150,Ullanlinna,1h+avok+khp (yh...,kt,"32,00",328000,10250,1908,5/6,yes,good,"own							F2013
",F2013
'00150,Punavuori,"1h, avok, kph",kt,"20,00",220000,11000,1951,4/6,yes,good,"own							F2013
",F2013
'00150,Punavuori,"1h, alkovi, k, kph",kt,"40,00",300000,7500,1935,4/4,yes,average,"own							F2013
",F2013
'00150,Punavuori,"1h, k, alkovi, ...",kt,"32,50",254000,7815,1977,3/6,yes,average,"own							F2013
",F2013
'00150,Hernesaari,1h+k+kph+et ja ...,kt,"35,50",267500,7535,1974,1/8,yes,average,"own							
",
'00150,Punavuori,"1h, k, kph, et",kt,"31,00",275000,8871,1962,4/4,no,good,"own							F2013
",F2013
'00150,Punavuori,"1h, kk, kph",kt,"26,00",255000,9808,1960,3/7,yes,good,"own							F2014
",F2014
'00150,Ullanlinna,"1h, kk, kph",kt,"25,00",205100,8204,1933,3/4,yes,poor,"own							E2019
",E2019
'00150,Ullanlinna,"1h, alkovi, k, kph",kt,"42,00",310000,7381,1937,1/5,yes,poor,"own							D2012
",D2012
'00150,Punavuori,"1h, k, kph",kt,"36,00",275500,7653,1972,4/6,yes,good,"own							
",
'00150,Punavuori,"1h, kk, kh",kt,"29,00",291000,10034,1927,6/6,no,good,"own							F
",F
'00150,Hernesaari,1h+k+kph+eteinen,kt,"44,00",318000,7227,1911,2/3,yes,good,"own							F2013
",F2013
'00150,Ullanlinna,"1h, avok, kph",kt,"25,00",246000,9840,1935,3/5,yes,good,"own							E2013
",E2013
'00150,Punavuori,"1h, kk ja lasit...",kt,"32,50",227000,6985,1977,5/6,yes,good,"own							F2013
",F2013
'00150,"
2 rooms
",,,,,,,,,,,
'00150,Punavuori,"2h, k, kph, 2 vh",kt,"58,00",386000,6655,1952,4/5,yes,average,"own							E2014
",E2014
'00150,Punavuori,"1h, keittiö",kt,"37,40",280000,7487,1936,2/4,no,good,"own							
",
'00150,Punavuori,"2h, kk, parv",kt,"36,00",299000,8306,1962,3/5,yes,good,"own							F
",F
'00150,Munkkisaari,2h+kk+kph,kt,"52,00",370000,7115,1928,5/8,no,average,"own							
",
'00150,Munkkisaari,"2h, avok, kph",kt,"37,00",280000,7568,1938,4/5,no,good,"own							E2018
",E2018
'00150,Munkkisaari,"2h,k",kt,"54,00",439000,8130,1909,5/5,no,good,"own							G2013
",G2013
'00150,3 rooms,,,,,,,,,,,
'00150,Eira,"3h, k, kph, vh",kt,"82,00",711500,8677,1912,1/3,no,good,"own							E2007
",E2007
'00150,Punavuori,3h+k+vh+parveke...,kt,"79,00",542000,6861,1961,4/7,yes,average,"own							
",
'00150,Ullanlinna,3h+avok+kph,kt,"61,00",450000,7377,1935,3/5,yes,good,"own							E2007
",E2007
'00150,Eira,3h+k+kph+parvi ...,kt,"102,00",1100000,10784,1911,4/4,no,average,"own							
",
'00150,Eiranranta,"3h, k, kph, s, ...",kt,"104,00",1083000,10413,2007,6/8,yes,good,"own							E2013
",E2013
'00150,Ullanlinna,uusmerkintä,kt,"53,50",352565,6590,1881,1/1,no,average,"own							
",
'00150,Eira,"3h, k, wc/kph, ...",kt,"67,00",500000,7463,1961,3/4,yes,average,"own							D2007
",D2007
'00150,Ullanlinna,"3-4, k, kph, halli",kt,"104,80",690000,6584,1923,2/6,yes,average,"own							F2013
",F2013
'00150,Ullanlinna,"2-3 h, k, kph",kt,"105,00",900000,8571,1908,3/4,no,average,"own							F2013
",F2013
'00150,Punavuori,"3h, k, kph, wc,...",kt,"105,00",760000,7238,1924,5/5,yes,average,"own							F2013
",F2013
'00150,Punavuori,3h+k+s,kt,"107,00",880000,8224,2012,5/6,yes,good,"own							D2018
",D2018
'00150,Ullanlinna,3h+k,kt,"70,00",668000,9543,1927,5/6,yes,good,"own							
",
'00150,Eira,"3 h, k, kh",kt,"74,80",785400,10500,1910,4/4,no,good,"own							F2013
",F2013
'00150,Punavuori,"3h, k, kph, eri...",kt,"78,00",556000,7128,1931,2/7,yes,average,"own							D2018
",D2018
'00150,Punavuori,"3h, avok, s, kp...",kt,"92,50",798000,8627,2012,4/7,yes,good,"own							E2003
",E2003
'00150,4 rooms or more,,,,,,,,,,,
'00150,Ullanlinna,"5h, avok, 2 kph...",kt,"116,50",850000,7296,2006,-1/3,yes,good,"own							B2007
",B2007
'00150,Ullanlinna,"5h, k",kt,"128,00",1020000,7969,1923,2/6,yes,good,"own							F2013
",F2013
'00150,Punavuori,"4h,avokeitti_x0002_...",kt,"94,00",828000,8809,1963,3/7,yes,good,"own							F2013
",F2013
'00150,Eiranranta,"4h, avok, 2 kph...",kt,"158,00",1210000,7658,2007,-1/8,yes,good,"own							F2014
",F2014
'00150,Ullanlinna,"2-4h, k, 2 kph,...",kt,"140,20",1172000,8359,1907,4/4,no,good,"own							F2014
",F2014
'00160,Studio apartment,,,,,,,,,,,
'00160,Katajanokka,1h+k+parveke,kt,"31,00",204312,6591,1982,3/5,yes,average,"rent							G2018
",G2018
'00160,Katajanokka,1H+KT+ALK.+S,kt,"59,50",495000,8319,1940,3/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+ALK+S,kt,"56,00",460000,8214,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+ALK.+S,kt,"59,00",530000,8983,1940,4/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+ALK.,kt,"37,50",350000,9333,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"1h, k, kph",kt,"38,50",291000,7558,1911,1/4,no,average,"own							D2007
",D2007
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+ALK.+PARVEKE,kt,"38,00",405000,10658,1940,7/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT,kt,"31,50",345960,10983,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+ALK.+S,kt,"60,50",614250,10153,1940,6/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"1h, avok, kph",kt,"26,00",195000,7500,1981,1/4,yes,average,"rent							
",
'00160,Katajanokka,1H+KT+PARVEKE,kt,"28,50",327750,11500,1940,5/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+ASUNTOTER...,kt,"27,50",300712,10935,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+ASUNTOTER...,kt,"28,00",294085,10503,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+PARVEKE,kt,"28,50",310546,10896,1940,4/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT+PARVEKE,kt,"28,50",315400,11067,1940,3/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,Autohallipaikka,kt,"12,50",60000,4800,1940,1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,1H+KT,kt,"32,50",353400,10874,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"1h,kk",kt,"31,00",198000,6387,1982,3/3,yes,good,"rent							G2013
",G2013
'00160,"
2 rooms
",,,,,,,,,,,
'00160,Katajanokka,"2h, avok, kph, ...",kt,"58,00",560000,9655,2019,3/7,yes,good,"own							D
",D
'00160,Katajanokka,"2h, k, kph, las...",kt,"52,00",283462,5451,1982,1/4,yes,average,"rent							G2013
",G2013
'00160,Katajanokka,"2h, k,vh, kph, ...",kt,"60,00",340000,5667,1984,4/5,yes,average,"rent							E2007
",E2007
'00160,Katajanokka,"2 h, k, kph",kt,"57,50",300000,5217,1901,1/2,no,average,"own							G2007
",G2007
'00160,Katajanokka,"1-2h, avok, par...",kt,"38,50",440000,11429,1885,3/6,yes,good,"own							G2013
",G2013
'00160,Katajanokka,2h+k,kt,"52,00",272330,5237,1982,2/3,yes,good,"rent							G2018
",G2018
'00160,Katajanokka,"2h, k, rt, kph, vh",kt,"92,30",732000,7931,1908,4/5,yes,good,"own							D2007
",D2007
'00160,Katajanokka,2h+k+lasitettu ...,kt,"54,00",297000,5500,1982,2/5,yes,good,"rent							E2013
",E2013
'00160,Katajanokka,"2h, avok",kt,"40,50",426300,10526,1940,3/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"2 h, k, kh, p",kt,"49,00",288500,5888,1981,4/6,yes,good,"rent							D2007
",D2007
'00160,Katajanokka,"2h, k, kph, p",kt,"52,00",310000,5962,1984,4/5,yes,average,"rent							E2007
",E2007
'00160,Katajanokka,2h+k+s,kt,"59,50",510000,8571,2007,4/5,yes,good,"own							
",
'00160,Katajanokka,"2h, avok",kt,"40,00",431650,10791,1940,4/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,2H+KT,kt,"39,00",385750,9891,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,2H+KT,kt,"42,00",438000,10429,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"2h, avok",kt,"40,00",424671,10617,1940,5/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,2H+KT,kt,"42,50",462586,10884,1940,4/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"2h, k, rt, kph,...",kt,"57,00",300000,5263,1982,5/6,yes,good,"rent							
",
'00160,Katajanokka,"2h, avok., kph,...",kt,"50,00",278000,5560,1983,4/6,yes,good,"rent							D2007
",D2007
'00160,Katajanokka,2h+k,kt,"60,00",325000,5417,1981,3/6,no,average,"rent							
",
'00160,Katajanokka,2H+KT,kt,"53,00",506000,9547,1940,4/8,yes,good,"own							
",
'00160,Katajanokka,"2h, kk, kph, er...",kt,"58,50",382000,6530,1901,1/4,no,average,"own							G2007
",G2007
'00160,Katajanokka,2h+k+p,kt,"55,00",285000,5182,1985,2/5,no,good,"rent							E2007
",E2007
'00160,Katajanokka,2h+kt+s,kt,"64,00",642386,10037,2018,1/7,yes,good,"own							
",
'00160,Katajanokka,2h+kt+s,kt,"60,00",590000,9833,2019,4/7,yes,good,"own							
",
'00160,Katajanokka,"2h, k, kph, alkovi",kt,"94,00",630000,6702,1906,2/4,no,good,"own							D2018
",D2018
'00160,3 rooms,,,,,,,,,,,
'00160,Katajanokka,3 h+k,kt,"71,50",370000,5175,1979,1/7,yes,good,"rent							D2007
",D2007
'00160,Katajanokka,"3h,k,kh,parveke",kt,"73,50",374000,5088,1985,2/5,yes,poor,"rent							E2007
",E2007
'00160,Katajanokka,3h+k+kph+parveke,kt,"75,00",370000,4933,1981,3/6,yes,average,"rent							D2007
",D2007
'00160,Katajanokka,3h+avok.+kph+s+...,kt,"70,00",422500,6036,1983,1/5,yes,good,"rent							D2007
",D2007
'00160,Katajanokka,3h+k+vh+kph/sau...,kt,"89,00",760000,8539,1913,5/5,yes,good,"own							
",
'00160,Katajanokka,3h+k+kph/wc,kt,"96,00",717000,7469,1908,3/4,no,good,"own							D2007
",D2007
'00160,Katajanokka,"3h, k, kph, wc,...",kt,"88,00",540000,6136,1904,1/5,yes,average,"own							
",
'00160,Katajanokka,3H+KT+PARVEKE,kt,"65,50",566000,8641,1940,4/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"3h, k",kt,"76,00",523000,6882,1913,4/4,yes,average,"own							
",
'00160,Katajanokka,3H+KT,kt,"65,50",550000,8397,1940,2/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,3H+KT+PARVEKE,kt,"74,00",640000,8649,1940,6/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,3H+KT+PARVEKE,kt,"64,00",577000,9016,1940,5/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,3h+k,kt,"73,00",436000,5973,1982,5/5,yes,good,"rent							E2018
",E2018
'00160,Katajanokka,"3h, kt, vh, kph...",kt,"65,00",579180,8910,1940,3/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"2-3h, avok, kph",kt,"77,00",620000,8052,1907,4/6,yes,good,"own							D2013
",D2013
'00160,Katajanokka,3h+k+kph+wc+kak...,kt,"77,00",745000,9675,1897,3/5,yes,good,"own							F2013
",F2013
'00160,Katajanokka,3h+k+s yhti_x0018_...,kt,"112,00",854647,7631,1902,6/6,yes,good,"own							D2013
",D2013
'00160,Katajanokka,"3h, kt, parveke",kt,"63,00",645587,10247,1940,4/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"3h, kt, parveke",kt,"63,00",664248,10544,1940,5/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,3H+KT,kt,"103,50",990000,9565,1940,-1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"3h, k, 2 parvek...",kt,"106,00",1025000,9670,1940,-1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"3h, k, kph",kt,"102,00",740000,7255,1902,5/6,yes,good,"own							
",
'00160,Katajanokka,3h+k+kph+s+wc+l...,kt,"105,50",817000,7744,2007,5/6,no,good,"rent							
",
'00160,Katajanokka,3h+k,kt,"77,50",358000,4619,1984,2/5,no, ,"rent							
",
'00160,4 rooms or more,,,,,,,,,,,
'00160,Katajanokka,"6h, k, 2x kph, ...",kt,"205,00",1680000,8195,1908,3/5,yes,good,"own							D2007
",D2007
'00160,Katajanokka,5h+k+2xkph+vh,kt,"165,30",1364000,8252,1903,4/5,yes,good,"own							E2007
",E2007
'00160,Katajanokka,6,kt,"138,00",870000,6304,1885,4/5,yes,good,"own							G2013
",G2013
'00160,Katajanokka,4h+k+kph+s+wc+2...,kt,"97,00",487000,5021,1982,2/5,yes,good,"rent							E2007
",E2007
'00160,Katajanokka,"4h, k, kph, wc",kt,"124,00",675000,5444,1904,1/5,yes,average,"own							
",
'00160,Katajanokka,"3-4h, k, kph/wc...",kt,"105,00",830500,7910,1928,5/7,yes,good,"own							F2013
",F2013
'00160,Katajanokka,6h+k+spa+2xwc+a...,kt,"251,00",2000000,7968,1897,3/4,yes,good,"own							F2013
",F2013
'00160,Katajanokka,"4h, k, s, las. ...",kt,"93,50",745000,7968,2007,2/5,yes,good,"own							
",
'00160,Katajanokka,"4-7h,k,s,khh,2w...",kt,"193,00",2245720,11636,1940,-1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,"3-4h, k, s, las...",kt,"94,50",750000,7937,2007,4/5,yes,good,"own							
",
'00160,Katajanokka,"5h,k,kph,eril.w...",kt,"203,00",1200000,5911,1903,3/6,yes, ,"own							E2007
",E2007
'00160,Katajanokka,"3-4h, k, 2th, k...",kt,"175,00",2249000,12851,1940,-1/8,yes,good,"own							C2018
",C2018
'00160,Katajanokka,5h+kph+s+pesuh+...,kt,"185,00",1090000,5892,1904,1/5,yes,average,"own							D2013
",D2013
'00160,Katajanokka,"4h, avok., saun...",kt,"100,50",977060,9722,1940,6/8,yes,good,"own							
",
'00160,Katajanokka,5h,kt,"230,00",1850000,8043,1911, ,yes,good,"own							E2013
",E2013
'00160,Katajanokka,"5h, k/rt, s, kp...",kt,"183,00",1500000,8197,1904,3/4,yes,good,"own							
",
'00170,Studio apartment,,,,,,,,,,,
'00170,Kruununhaka,1h + k,kt,"34,10",280000,8211,1928,5/7,yes,average,"own							E
",E
'00170,Kruununhaka,"1 h, kt, kh, wc",kt,"30,00",310000,10333,1924,7/7,yes,good,"own							D2007
",D2007
'00170,Kruununhaka,1h/k+ makuutila...,kt,"52,00",331000,6365,1927,1/5,yes,good,"own							F2013
",F2013
'00170,Kruununhaka,"1h, k, kh",kt,"38,00",279000,7342,1939,3/4,no,average,"own							F2013
",F2013
'00170,Kruununhaka,"1h, k, kph, par...",kt,"40,50",335000,8272,1989,3/6,yes,good,"own							B2007
",B2007
'00170,Kruununhaka,"1h, keittiö...",kt,"28,00",245000,8750,1931,5/5,no,good,"own							F2007
",F2007
'00170,Kruununhaka,"1h, keittiö",kt,"28,00",255000,9107,1892,3/5,yes,good,"own							E2018
",E2018
'00170,Kruununhaka,"1 h, kph",kt,"14,00",210000,15000,1931,2/5,no,good,"own							F2013
",F2013
'00170,Kruununhaka,"1h, makuuparvi,...",kt,"31,50",297000,9429,1886,4/5,yes,good,"own							F2015
",F2015
'00170,Kruununhaka,"1h,kk",kt,"22,00",225640,10256,1950,6/6,yes,good,"own							E2007
",E2007
'00170,Kruununhaka,"1h, avok, kph",kt,"21,00",202000,9619,1956,2/4,no,good,"own							E2007
",E2007
'00170,Kruununhaka,"1h, parvi, kk, ...",kt,"19,50",210000,10769,1874,1/4,yes,good,"own							G2018
",G2018
'00170,Kruununhaka,1h+kk+kph,kt,"33,50",268000,8000,1904,2/5,yes,good,"own							
",
'00170,Kruununhaka,1h+kk+kph/wc,kt,"21,50",185000,8605,1930,1/7,yes,average,"own							D2018
",D2018
'00170,Kruununhaka,"1h, avok, kph, vh",kt,"30,00",273000,9100,1927,5/6,yes,good,"own							E2007
",E2007
'00170,Kruununhaka,"1h,k",kt,"45,00",378106,8402,1929,4/8,no,average,"own							
",
'00170,Kruununhaka,1h+k+makuualkov...,kt,"40,00",293000,7325,1939,5/5,yes,good,"own							F2013
",F2013
'00170,Kruununhaka,"1h, avok, alkov...",kt,"37,50",406000,10827,1850,3/3,yes,good,"own							E2013
",E2013
'00170,"
2 rooms
",,,,,,,,,,,
'00170,Kruununhaka,2h + avokeitti&...,kt,"45,50",395000,8681,1926,4/4,no,good,"own							C2007
",C2007
'00170,Kruununhaka,"2h, avok, kph, wc",kt,"61,00",441000,7230,1924,3/8,yes,good,"own							F2013
",F2013
'00170,Kruununhaka,"2h, avok, kph. ...",kt,"39,00",355000,9103,1904,1/6,yes,good,"own							D2007
",D2007
'00170,Kruununhaka,"2h, k",kt,"57,00",423000,7421,1954,7/8,yes,poor,"own							E2013
",E2013
'00170,Kruununhaka,"2h, k",kt,"45,00",322000,7156,1956,2/4,no,average,"own							E2007
",E2007
'00170,Kruununhaka,2h+kk+kph,kt,"34,00",262000,7706,1936,5/6,yes,good,"own							F2007
",F2007
'00170,Kruununhaka,2h+k+halli,kt,"71,20",455633,6399,1928,5/5,yes,average,"own							C2007
",C2007
'00170,Kruununhaka,2h+k+kph,kt,"43,00",341000,7930,1956,1/4,no,good,"own							E2007
",E2007
'00170,Kruununhaka,2h+avok+kph,kt,"45,00",386700,8593,1908,3/3,yes,good,"own							F2013
",F2013
'00170,Kruununhaka,"2h, k, kph",kt,"50,00",414000,8280,1930,2/5,yes,good,"own							D2018
",D2018
'00170,Kruununhaka,2h+kk+kph,kt,"50,00",359000,7180,1930,4/6,yes,average,"own							D2018
",D2018
'00170,Kruununhaka,"2h, k, kph, halli",kt,"80,00",620000,7750,1904,4/6,yes,good,"own							D2007
",D2007
'00170,Kruunuhaka,Ullakkohuoneist...,kt,"57,50",546250,9500,1927,8/8,no,good,"own							
",
'00170,Kruununhaka,2h+avok,kt,"38,00",325000,8553,1939,5/6,no,good,"own							
",
'00170,Kruununhaka,"2h, avok, kph, ...",kt,"49,50",450000,9091,1850,1/5,yes,good,"own							E2013
",E2013
'00170,Kruununhaka,2h+avok+kph,kt,"58,00",415000,7155,1928,2/5,yes,good,"own							D2007
",D2007
'00170,Kruununhaka,2h+k+kph,kt,"41,00",345000,8415,1954,3/8,no,good,"own							
",
'00170,Kruununhaka,2h+avok+kph+wc,kt,"54,30",420000,7735,1926,4/7,yes,average,"own							G2013
",G2013
'00170,3 rooms,,,,,,,,,,,
'00170,Kruununhaka,3h+k+kph,kt,"72,00",612000,8500,1903,2/4,no,good,"own							F2013
",F2013
'00170,Kruununhaka,"3h,k",kt,"98,50",602010,6112,1929,4/8,yes,average,"own							F2013
",F2013
'00170,Kruununhaka,3h+avok+kph (yj...,kt,"80,00",623000,7788,1860,1/4,yes,good,"own							F2013
",F2013
'00170,Kruununhaka,"3h, avok., 2 x ...",kt,"90,00",1020000,11333,1885,5/5,yes,good,"own							F2013
",F2013
'00170,Kruununhaka,"3h, k, kph, eri...",kt,"77,00",680000,8831,1926,7/7,yes,average,"own							C2007
",C2007
'00170,Kruununhaka,3h+k+kph+erilli...,kt,"97,50",681115,6986,1908,3/5,yes,average,"own							F2015
",F2015
'00170,Kruununhaka,"3h, k, kh, eril...",kt,"84,50",630000,7456,1989,2/6,yes,average,"own							B2013
",B2013
'00170,Kruununhaka,3h+k+kph+wc,kt,"98,50",569000,5777,1929,6/9,yes,poor,"own							E2013
",E2013
'00170,Kruununhaka,"3h, k, kph, khh",kt,"78,50",585000,7452,1920,2/5,yes,good,"own							D2007
",D2007
'00170,Kruununhaka,3h+avok+kph+s+w...,kt,"108,00",735000,6806,1951,2/7,yes,good,"own							E2007
",E2007
'00170,Kruununhaka,"3h, keittiö...",kt,"82,90",613000,7394,1905,1/4,yes,average,"own							E2013
",E2013
'00170,Kruununhaka,"3h, k",kt,"69,20",526000,7601,1926,5/7,yes,average,"own							G2013
",G2013
'00170,Kruununhaka,3h+avok.+kph/sa...,kt,"80,00",638000,7975,1939,7/7,yes,good,"own							F2013
